;Order;Family;Species;bacterivorous;eukaryvorous;omnivorous;plant parasite;parasite (not plant);unknown nutrition;naked flagellate;testate amoeba (silica);testate amoeba (organic/agglutinated);testate amoeboflagellate;testate flagellate;naked amoeboflagellate;intracellular plasmodia/spores;unknown morphology;creeping/gliding;freely swimming;motile zoospore;unknown locomotion;soil/freshwater;marine;ubiquitous;unknown habitat
Otu338;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu339;Tremulida;Tremulidae;Tremula+longifila;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Otu340;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu341;Euglyphida;Paulinellidae;Paulinella+sp.;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Otu342;Cercomonadida;Cercomonadidae;Cercomonas+celer;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu343;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu344;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu345;Euglyphida;Trinematidae;Trinematidae_X+sp.;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu346;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu347;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu348;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu349;Ebriida;TAGIRI1-lineage;TAGIRI1-lineage_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu350;Euglyphida;Euglyphidae;Euglypha+rotunda;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Otu351;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu352;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu353;Spongomonadida;Spongomonadidae;Spongomonas+minima;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Otu354;Thaumatomonadida;Thaumatomonadidae;Thaumatomonas+sp.;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu355;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu356;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu357;Spongomonadida;Spongomonadidae;Spongomonas+minima;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Otu358;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu359;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu360;Krakenida;Krakenidae;Kraken+carinae;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu361;Glissomonadida;Allapsidae;Allapsidae_XXX;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu362;Filosa-Granofilosea_X;Novel-Gran-234;Novel-Gran-234_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu363;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu364;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu365;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu366;Cryptofilida;Mesofilidae;Mesofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu367;Euglyphida;Trinematidae;Trinematidae_X+sp.;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu368;Glissomonadida;Glissomonadida_XX;Glissomonadida_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu369;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu370;Krakenida;Krakenidae;Kraken+carinae;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu371;Novel-Clade-12;NC12B_lineage;NC12B_lineage_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu372;Glissomonadida;Sandonidae;Sandona+afra;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu373;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu374;Cryomonadida;Protaspididae;Protaspididae_X+sp.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Otu375;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu376;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu377;Cercomonadida;Cercomonadidae;Cercomonas+alexieffi;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu378;Cercomonadida;Cercomonadidae;Cercomonas+kiaerdammane;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu379;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu380;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu381;Cercomonadida;Cercomonadidae;Cercomonadidae_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu382;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu383;Plasmodiophorida;S.nasturtii-lineage;Spongospora+sp.;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Otu384;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu385;Filosa-Thecofilosea_X;Filosa-Thecofilosea_XX;Filosa-Thecofilosea_XXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu386;Cercomonadida;Cercomonadidae;Cercomonas+volcana;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu387;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu388;Cercomonadida;Paracercomonadidae;Metabolomonas+insania;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu389;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu390;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu391;Cercomonadida;Paracercomonadidae;Paracercomonas+virgaria;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu392;Cercomonadida;Cercomonadidae;Cercomonas+celer;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu393;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu394;Glissomonadida;Sandonidae;Neoheteromita+globosa;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu395;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu396;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu397;Thaumatomonadida;Thaumatomonadidae;Thaumatomonas+seravini;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu398;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu399;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu400;Filosa-Imbricatea_X;Filosa-Imbricatea_XX;Filosa-Imbricatea_XXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu401;Glissomonadida;Allapsidae;Group_Te+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu402;Cercomonadida;Paracercomonadidae;Paracercomonas+filosa;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu403;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu404;Euglyphida;Trinematidae;Trinematidae_X+sp.;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu405;Cercomonadida;Paracercomonadidae;Paracercomonas+filosa;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu406;Cercomonadida;Paracercomonadidae;Paracercomonas+compacta;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu407;Glissomonadida;Allapsidae;Allantion+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu408;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu409;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu410;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu411;Filosa-Imbricatea_X;Trivalvulariida;Trivalvulariida_X+sp.;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;
Otu412;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu413;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu414;Cercomonadida;Cercomonadidae;Cercomonas+phylloplana;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu415;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu416;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu417;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu418;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu419;Glissomonadida;Glissomonadida_XX;Glissomonadida_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu420;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu421;Glissomonadida;Allapsidae;Group_Te+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu422;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu423;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu424;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu425;Filosa-Thecofilosea_X;Mataza-lineage;Mataza-lineage_X+sp.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
Otu426;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu427;Cercozoa_X;Cercozoa_XX;Cercozoa_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu428;Cercomonadida;Cercomonadidae;Cercomonadidae_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu429;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu430;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu431;Spongomonadida;Spongomonadidae;Spongomonadidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Otu432;Glissomonadida;Allapsidae;Allapsidae_XXX;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu433;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu434;Ventricleftida;CCW10-lineage;CCW10-lineage_X+sp.;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
Otu435;Glissomonadida;Sandonidae;Bodomorpha+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu436;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu437;Filosa-Granofilosea_X;Novel-Gran-5;Novel-Gran-5_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu438;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu439;Euglyphida;Euglyphida_X;Euglyphida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu440;Cercomonadida;Cercomonadidae;Cercomonadidae_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu441;Cryomonadida;Protaspididae;Protaspididae_X+sp.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Otu442;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu443;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu444;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu445;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu446;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu447;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu448;Filosa-Thecofilosea_X;Mataza-lineage;Mataza-lineage_X+sp.;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
Otu449;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu450;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu451;Glissomonadida;Bodomorphidae;Bodomorpha+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu452;Cercomonadida;Paracercomonadidae;Paracercomonas+virgaria;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu453;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu454;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu455;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu456;Ventricleftida;Ventricleftida_X;Ventricleftida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu457;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu458;Glissomonadida;Bodomorphidae;Bodomorpha+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu459;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu460;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu461;Glissomonadida;Clade-Y;Clade-Y_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu462;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu463;Filosa-Imbricatea_X;Filosa-Imbricatea_XX;Filosa-Imbricatea_XXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu464;Cercomonadida;Paracercomonadidae;Paracercomonas+virgaria;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu465;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu466;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu467;Cercomonadida;Paracercomonadidae;Paracercomonas+oxoniensis;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu468;Filosa-Thecofilosea_X;Filosa-Thecofilosea_XX;Filosa-Thecofilosea_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu469;Filosa-Sarcomonadea_X;Filosa-Sarcomonadea_XX;Filosa-Sarcomonadea_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu470;Limnofilida;Limnofilidae;Limnofila+longa;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu471;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu472;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu473;Filosa-Granofilosea_X;Novel-Gran-234;Novel-Gran-234_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu474;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu475;Glissomonadida;Sandonidae;Sandonidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu476;Cercomonadida;Cercomonadidae;Eocercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu477;Tremulida;Tremulidae;Tremula+longifila;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Otu478;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu479;Cryomonadida;Rhogostomidae;Rhogostomidae_X+sp.;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu480;Cercomonadida;Paracercomonadidae;Nucleocercomonas+praelonga;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
Otu481;Filosa-Granofilosea_X;Novel-Gran-6;Novel-Gran-6_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu482;Euglyphida;Trinematidae;Trinematidae_X+sp.;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu483;Glissomonadida;Glissomonadida_XX;Glissomonadida_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu484;Tectofilosida;Fiscullidae;Fiscullidae_X+sp.;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu485;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu486;Glissomonadida;Bodomorphidae;Bodomorpha+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu487;Cercomonadida;Paracercomonadidae;Nucleocercomonas+praelonga;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
Otu488;Filosa-Imbricatea_X;Nudifilidae;Nudifila+producta;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
Otu489;Glissomonadida;Glissomonadida_X;Glissomonadida_XX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu490;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu491;Cryomonadida;Protaspididae;Protaspididae_X+sp.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Otu492;Glissomonadida;Allapsidae;Group_Te+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu493;Filosa-Sarcomonadea_X;Filosa-Sarcomonadea_XX;Filosa-Sarcomonadea_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu494;Glissomonadida;Bodomorphidae;Bodomorpha+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu495;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu496;Cercomonadida;Paracercomonadidae;Paracercomonas+virgaria;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu497;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu498;Cercomonadida;Paracercomonadidae;Paracercomonas+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu499;Cercomonadida;Paracercomonadidae;Nucleocercomonas+praelonga;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
Otu500;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu501;Cercomonadida;Cercomonadidae;Cercomonadidae_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu502;Cryomonadida;Protaspididae;Protaspididae_X+sp.;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Otu503;Glissomonadida;Allapsidae;Allapsidae_X+sp.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Otu504;Cercomonadida;Cercomonadidae;Cercomonas_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu505;Limnofilida;Limnofilidae;Limnofilidae_X+sp.;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu506;Marimonadida;Marimonadida_X;Marimonadida_XX+sp.;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Otu507;Cercomonadida;Cercomonadidae;Cercomonas+sp.;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
Otu508;Filosa-Imbricatea_X;Novel-Clade-2;Novel-Clade-2_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
Otu509;Cercomonadida;Cercomonadida_XX;Cercomonadida_XXX;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
Otu510;Filosa-Granofilosea_X;Novel-Gran-6;Novel-Gran-6_X+sp.;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
